Nome,Oficial,Hml,Portal,Alternativo 1 Nome,Alternativo 1,Alternativo 2 Nome,Alternativo 2
Meu perfil,https://www.linkedin.com/in/jean-henrique-schvartz-92940a180,,,Instagran,https://www.instagram.com/jean.henriqueschvartz.9,Behance,https://www.behance.net/gallery/137217221/Porta-copo-inteligente?
Repositório git,https://github.com/Schvras/utilitario.git,,,,,,
